tier,champ_name,item_count,item_set,combo_count,rnk,current_win_rate,base_naked_wr,total_lift
master,Caitlyn,1,67,89,1,0.2023,0.1050,0.0972
master,ChoGath,0,NONE,5524,1,0.0932,0.0932,0.0000
master,ChoGath,1,59,184,3,0.1739,0.0932,0.0807
master,ChoGath,1,27,162,2,0.1667,0.0932,0.0734
master,ChoGath,1,7,191,1,0.0681,0.0932,-0.0252
master,ChoGath,2,36-47,95,5,0.1684,0.0932,0.0752
master,ChoGath,2,15-37,55,3,0.1455,0.0932,0.0522
master,ChoGath,2,15-36,69,2,0.1159,0.0932,0.0227
master,ChoGath,2,36-66,53,4,0.1132,0.0932,0.0200
master,ChoGath,2,36-37,80,1,0.0625,0.0932,-0.0307
master,Darius,0,NONE,750,1,0.0627,0.0627,0.0000
master,Darius,1,36,82,1,0.0610,0.0627,-0.0017
master,Darius,2,15-36,180,2,0.0889,0.0627,0.0262
master,Darius,2,33-36,104,3,0.0577,0.0627,-0.0050
master,Darius,2,15-33,71,1,0.0141,0.0627,-0.0486
master,Darius,3,33-36-78,187,5,0.2781,0.0627,0.2154
master,Darius,3,15-36-78,207,2,0.2705,0.0627,0.2079
master,Darius,3,15-34-36,66,4,0.2121,0.0627,0.1495
master,Darius,3,15-33-78,96,1,0.1875,0.0627,0.1248
master,Darius,3,15-33-33,86,3,0.1395,0.0627,0.0769
master,Ekko,0,NONE,1368,1,0.1703,0.1703,0.0000
master,Ekko,1,67,161,3,0.1367,0.1703,-0.0337
master,Ekko,1,39,81,2,0.1358,0.1703,-0.0345
master,Ekko,1,5,70,1,0.1286,0.1703,-0.0418
master,Ezreal,0,NONE,11391,1,0.0999,0.0999,0.0000
master,Ezreal,1,24,84,3,0.1548,0.0999,0.0549
master,Ezreal,1,18,52,2,0.0962,0.0999,-0.0038
master,Ezreal,1,37,125,1,0.0720,0.0999,-0.0279
master,Ezreal,2,57-58,66,1,0.2424,0.0999,0.1425
master,Ezreal,2,2-57,52,4,0.1731,0.0999,0.0732
master,Ezreal,2,57-67,76,3,0.1711,0.0999,0.0712
master,Ezreal,2,56-57,134,5,0.1567,0.0999,0.0568
master,Ezreal,2,17-57,96,2,0.1458,0.0999,0.0459
master,Fiora,0,NONE,2524,1,0.0749,0.0749,0.0000
master,Fiora,1,5,232,3,0.1466,0.0749,0.0717
master,Fiora,1,68,111,1,0.1441,0.0749,0.0693
master,Fiora,1,4,407,2,0.1179,0.0749,0.0431
master,Fizz,0,NONE,8167,1,0.1460,0.1460,0.0000
master,Fizz,1,27,90,1,0.1333,0.1460,-0.0126
master,Fizz,1,36,85,3,0.0824,0.1460,-0.0636
master,Fizz,1,55,63,2,0.0794,0.1460,-0.0666
master,Gangplank,0,NONE,798,1,0.1993,0.1993,0.0000
master,Gangplank,1,15,98,1,0.0918,0.1993,-0.1074
master,Gangplank,2,15-37,52,1,0.1154,0.1993,-0.0839
master,Gangplank,3,15-36-37,108,3,0.2870,0.1993,0.0878
master,Gangplank,3,15-33-37,91,2,0.2088,0.1993,0.0095
master,Gangplank,3,15-33-36,83,1,0.1928,0.1993,-0.0065
master,Graves,0,NONE,10883,1,0.1093,0.1093,0.0000
master,Graves,1,88,69,3,0.2174,0.1093,0.1081
master,Graves,1,17,73,2,0.2055,0.1093,0.0961
master,Graves,1,67,342,1,0.1725,0.1093,0.0632
master,Irelia,0,NONE,2145,1,0.1091,0.1091,0.0000
master,Irelia,1,47,51,1,0.1569,0.1091,0.0478
master,Irelia,1,67,77,3,0.1169,0.1091,0.0078
master,Irelia,1,29,122,2,0.0492,0.1091,-0.0599
master,Irelia,2,19-44,56,4,0.0893,0.1091,-0.0198
master,Irelia,2,15-16,51,3,0.0784,0.1091,-0.0307
master,Irelia,2,19-19,92,2,0.0435,0.1091,-0.0656
master,Irelia,2,15-44,51,1,0.0392,0.1091,-0.0699
master,Irelia,2,15-28,52,5,0.0385,0.1091,-0.0706
master,Irelia,3,19-29-49,88,4,0.2159,0.1091,0.1068
master,Irelia,3,19-28-29,296,2,0.1453,0.1091,0.0362
master,Irelia,3,16-19-44,57,5,0.1053,0.1091,-0.0038
master,Irelia,3,15-28-29,90,3,0.0778,0.1091,-0.0313
master,Irelia,3,19-29-69,53,1,0.0755,0.1091,-0.0336
master,JarvanIV,0,NONE,3577,1,0.1037,0.1037,0.0000
master,JarvanIV,1,45,69,2,0.2029,0.1037,0.0992
master,JarvanIV,1,36,84,1,0.1786,0.1037,0.0749
master,JarvanIV,1,27,135,3,0.1111,0.1037,0.0074
master,Jayce,0,NONE,4410,1,0.0753,0.0753,0.0000
master,Jayce,1,55,69,2,0.1304,0.0753,0.0552
master,Jayce,1,67,138,3,0.1232,0.0753,0.0479
master,Jayce,1,37,147,1,0.0680,0.0753,-0.0073
master,Jayce,2,15-36,68,1,0.1029,0.0753,0.0277
master,Jayce,3,15-33-36,51,1,0.1961,0.0753,0.1208
master,Jhin,0,NONE,1969,1,0.1488,0.1488,0.0000
master,Jhin,1,12,64,2,0.1875,0.1488,0.0387
master,Jhin,1,19,213,1,0.0986,0.1488,-0.0502
master,Jhin,1,2,79,3,0.0380,0.1488,-0.1108
master,Jhin,2,19-26,51,5,0.1961,0.1488,0.0473
master,Jhin,2,16-29,52,1,0.1731,0.1488,0.0243
master,Jhin,2,26-29,107,2,0.1215,0.1488,-0.0273
master,Jhin,2,19-29,356,4,0.0787,0.1488,-0.0702
master,Jhin,2,15-19,220,3,0.0500,0.1488,-0.0988
master,Jhin,3,15-19-69,59,5,0.1525,0.1488,0.0037
master,Jhin,3,15-19-29,1681,3,0.1428,0.1488,-0.0060
master,Jhin,3,15-19-26,194,2,0.1083,0.1488,-0.0406
master,Jhin,3,11-15-29,103,4,0.1068,0.1488,-0.0420
master,Jhin,3,15-16-19,76,1,0.0921,0.1488,-0.0567
master,Jinx,0,NONE,700,1,0.0886,0.0886,0.0000
master,Jinx,1,12,127,2,0.0866,0.0886,-0.0020
master,Jinx,1,15,69,1,0.0725,0.0886,-0.0161
master,Jinx,1,29,79,3,0.0633,0.0886,-0.0253
master,Jinx,2,15-57,97,5,0.1237,0.0886,0.0351
master,Jinx,2,12-22,60,3,0.0833,0.0886,-0.0052
master,Jinx,2,29-57,75,4,0.0800,0.0886,-0.0086
master,Jinx,2,12-15,164,2,0.0610,0.0886,-0.0276
master,Jinx,2,12-12,93,1,0.0538,0.0886,-0.0348
master,Jinx,3,15-26-57,172,2,0.1861,0.0886,0.0975
master,Jinx,3,15-22-57,174,4,0.1552,0.0886,0.0666
master,Jinx,3,12-57-69,350,1,0.1486,0.0886,0.0600
master,Jinx,3,12-22-57,274,3,0.1168,0.0886,0.0282
master,Jinx,3,15-22-29,92,5,0.0652,0.0886,-0.0234
master,KaiSa,0,NONE,1611,1,0.0528,0.0528,0.0000
master,KaiSa,1,38,101,1,0.0396,0.0528,-0.0132
master,KaiSa,1,67,74,2,0.0270,0.0528,-0.0257
master,KaiSa,1,34,56,3,0.0000,0.0528,-0.0528
master,KaiSa,2,34-37,111,3,0.1171,0.0528,0.0644
master,KaiSa,2,37-38,140,4,0.1143,0.0528,0.0615
master,KaiSa,2,38-44,213,1,0.0657,0.0528,0.0130
master,KaiSa,2,37-44,544,5,0.0625,0.0528,0.0097
master,KaiSa,2,4-37,75,2,0.0400,0.0528,-0.0128
master,KaiSa,3,37-38-49,56,5,0.2500,0.0528,0.1972
master,KaiSa,3,37-39-44,88,1,0.2046,0.0528,0.1518
master,KaiSa,3,37-44-44,103,2,0.2039,0.0528,0.1511
master,KaiSa,3,33-37-44,156,4,0.1667,0.0528,0.1139
master,KaiSa,3,3-37-44,55,3,0.1091,0.0528,0.0563
master,Karma,0,NONE,9983,1,0.1343,0.1343,0.0000
master,Karma,1,35,61,2,0.2459,0.1343,0.1116
master,Karma,1,67,190,3,0.1474,0.1343,0.0130
master,Karma,1,88,67,1,0.1194,0.1343,-0.0149
master,Kassadin,0,NONE,14742,1,0.1123,0.1123,0.0000
master,Kassadin,1,39,73,1,0.2466,0.1123,0.1343
master,Kassadin,1,55,55,3,0.2182,0.1123,0.1059
master,Kassadin,1,35,95,2,0.1368,0.1123,0.0246
master,Kayle,0,NONE,4230,1,0.1563,0.1563,0.0000
master,Kayle,1,49,58,2,0.1724,0.1563,0.0162
master,Kayle,1,23,316,1,0.0981,0.1563,-0.0582
master,Kayle,1,22,340,3,0.0971,0.1563,-0.0592
master,Kayle,2,15-23,110,4,0.1182,0.1563,-0.0381
master,Kayle,2,22-37,58,1,0.0862,0.1563,-0.0701
master,Kayle,2,15-22,124,5,0.0807,0.1563,-0.0756
master,Kayle,2,23-69,68,3,0.0735,0.1563,-0.0827
master,Kayle,2,22-69,98,2,0.0612,0.1563,-0.0950
master,Kayle,3,22-49-69,51,3,0.1961,0.1563,0.0398
master,Kayle,3,15-24-37,71,4,0.1690,0.1563,0.0128
master,Kayle,3,22-23-49,59,5,0.1186,0.1563,-0.0376
master,Kayle,3,15-19-22,88,2,0.1023,0.1563,-0.0540
master,Kayle,3,13-22-23,52,1,0.0769,0.1563,-0.0793
master,KhaZix,0,NONE,5369,1,0.1062,0.1062,0.0000
master,KhaZix,1,59,100,3,0.2100,0.1062,0.1038
master,KhaZix,1,29,58,1,0.0862,0.1062,-0.0200
master,KhaZix,1,22,59,2,0.0848,0.1062,-0.0214
master,KhaZix,2,19-19,53,1,0.1321,0.1062,0.0259
master,KhaZix,3,15-19-19,53,2,0.2076,0.1062,0.1014
master,KhaZix,3,19-19-22,177,1,0.1073,0.1062,0.0012
master,KhaZix,3,15-19-22,59,3,0.0678,0.1062,-0.0384
master,Leona,0,NONE,4618,1,0.0758,0.0758,0.0000
master,Leona,1,25,71,1,0.1268,0.0758,0.0510
master,Leona,1,4,324,3,0.1173,0.0758,0.0415
master,Leona,1,35,109,2,0.1101,0.0758,0.0343
master,Lucian,0,NONE,2640,1,0.0671,0.0671,0.0000
master,Lucian,1,5,252,1,0.0952,0.0671,0.0282
master,Lucian,1,17,89,3,0.0674,0.0671,0.0004
master,Lucian,1,44,65,2,0.0615,0.0671,-0.0055
master,Lucian,2,56-57,87,5,0.2184,0.0671,0.1513
master,Lucian,2,26-57,143,3,0.1608,0.0671,0.0938
master,Lucian,2,12-57,208,4,0.1539,0.0671,0.0868
master,Lucian,2,29-57,96,1,0.1458,0.0671,0.0788
master,Lucian,2,34-57,59,2,0.0848,0.0671,0.0177
master,Lulu,0,NONE,6815,1,0.2010,0.2010,0.0000
master,Lulu,1,59,150,2,0.2467,0.2010,0.0456
master,Lulu,1,89,78,1,0.2180,0.2010,0.0169
master,Lulu,1,23,66,3,0.2121,0.2010,0.0111
master,Lux,0,NONE,10438,1,0.1576,0.1576,0.0000
master,Lux,1,34,102,2,0.1863,0.1576,0.0287
master,Lux,1,48,190,3,0.1790,0.1576,0.0214
master,Lux,1,3,85,1,0.1412,0.1576,-0.0164
master,Malphite,0,NONE,17050,1,0.1165,0.1165,0.0000
master,Malphite,1,77,53,1,0.1509,0.1165,0.0345
master,Malphite,1,67,310,2,0.1484,0.1165,0.0319
master,Malphite,1,36,94,3,0.0532,0.1165,-0.0633
master,MasterYi,0,NONE,1953,1,0.1045,0.1045,0.0000
master,MasterYi,2,23-69,53,1,0.0755,0.1045,-0.0290
master,MasterYi,3,22-26-69,51,3,0.2353,0.1045,0.1308
master,MasterYi,3,23-55-69,312,2,0.1891,0.1045,0.0847
master,MasterYi,3,22-23-69,158,1,0.1519,0.1045,0.0475
master,MissFortune,0,NONE,3390,1,0.1499,0.1499,0.0000
master,MissFortune,1,38,100,2,0.2100,0.1499,0.0602
master,MissFortune,1,59,51,3,0.1961,0.1499,0.0462
master,MissFortune,1,4,142,1,0.0986,0.1499,-0.0513
master,MissFortune,2,37-69,55,2,0.1455,0.1499,-0.0044
master,MissFortune,2,57-69,51,4,0.1373,0.1499,-0.0126
master,MissFortune,2,37-44,59,1,0.1017,0.1499,-0.0482
master,MissFortune,2,44-69,83,3,0.0843,0.1499,-0.0655
master,MissFortune,2,34-69,63,5,0.0794,0.1499,-0.0705
master,MissFortune,3,37-44-69,84,1,0.1786,0.1499,0.0287
master,MissFortune,3,33-44-69,74,2,0.1216,0.1499,-0.0282
master,Mordekaiser,0,NONE,5986,1,0.0984,0.0984,0.0000
master,Mordekaiser,1,35,62,2,0.1774,0.0984,0.0790
master,Mordekaiser,1,59,58,1,0.1207,0.0984,0.0223
master,Mordekaiser,1,37,306,3,0.0752,0.0984,-0.0232
master,Mordekaiser,3,37-55-66,77,2,0.1558,0.0984,0.0574
master,Mordekaiser,3,33-55-66,60,1,0.0167,0.0984,-0.0817
master,Neeko,0,NONE,2339,1,0.1338,0.1338,0.0000
master,Neeko,1,36,55,2,0.1818,0.1338,0.0480
master,Neeko,1,79,67,3,0.0896,0.1338,-0.0443
master,Neeko,1,15,152,1,0.0526,0.1338,-0.0812
master,Neeko,2,15-27,89,2,0.2023,0.1338,0.0684
master,Neeko,2,15-79,68,1,0.1618,0.1338,0.0279
master,Neeko,3,15-27-36,55,1,0.1273,0.1338,-0.0066
master,Poppy,0,NONE,7253,1,0.1117,0.1117,0.0000
master,Poppy,1,59,104,3,0.1827,0.1117,0.0710
master,Poppy,1,25,113,1,0.1062,0.1117,-0.0055
master,Poppy,1,7,51,2,0.0980,0.1117,-0.0136
master,Poppy,2,27-55,51,1,0.1569,0.1117,0.0452
master,Poppy,2,55-66,92,2,0.1087,0.1117,-0.0030
master,Poppy,3,33-55-66,183,4,0.2678,0.1117,0.1561
master,Poppy,3,36-55-66,59,3,0.1864,0.1117,0.0748
master,Poppy,3,25-55-66,137,2,0.1168,0.1117,0.0051
master,Poppy,3,55-66-77,69,1,0.1159,0.1117,0.0043
master,Rakan,0,NONE,3118,1,0.1241,0.1241,0.0000
master,Rakan,1,37,384,3,0.1328,0.1241,0.0087
master,Rakan,1,14,438,2,0.1073,0.1241,-0.0168
master,Rakan,1,17,72,1,0.0972,0.1241,-0.0269
master,Rakan,2,37-45,79,1,0.1899,0.1241,0.0658
master,Rakan,2,14-45,76,3,0.1184,0.1241,-0.0057
master,Rakan,2,14-14,83,4,0.0843,0.1241,-0.0398
master,Rakan,2,14-37,255,2,0.0824,0.1241,-0.0418
master,Rakan,3,14-37-45,70,3,0.1857,0.1241,0.0616
master,Rakan,3,14-36-37,76,2,0.1579,0.1241,0.0338
master,Rakan,3,14-14-37,161,4,0.1553,0.1241,0.0312
master,Rakan,3,14-37-44,68,1,0.1324,0.1241,0.0082
master,Rumble,0,NONE,3464,1,0.1966,0.1966,0.0000
master,Rumble,1,36,69,1,0.1015,0.1966,-0.0951
master,Rumble,1,67,67,2,0.0448,0.1966,-0.1518
master,Rumble,1,55,118,3,0.0339,0.1966,-0.1627
master,Rumble,2,25-55,59,1,0.0848,0.1966,-0.1118
master,Rumble,2,25-69,153,5,0.0784,0.1966,-0.1182
master,Rumble,2,55-66,60,4,0.0667,0.1966,-0.1299
master,Rumble,2,36-69,54,2,0.0556,0.1966,-0.1410
master,Rumble,2,15-69,75,3,0.0533,0.1966,-0.1433
master,Rumble,3,25-36-69,75,4,0.1733,0.1966,-0.0233
master,Rumble,3,27-55-69,215,3,0.1721,0.1966,-0.0245
master,Rumble,3,25-55-69,273,5,0.1355,0.1966,-0.0611
master,Rumble,3,15-55-69,72,1,0.0833,0.1966,-0.1133
master,Rumble,3,15-27-69,60,2,0.0000,0.1966,-0.1966
master,Shaco,0,NONE,2040,1,0.0657,0.0657,0.0000
master,Shaco,1,19,214,1,0.0794,0.0657,0.0138
master,Shaco,1,29,131,2,0.0611,0.0657,-0.0046
master,Shaco,1,1,131,3,0.0305,0.0657,-0.0352
master,Shaco,2,19-29,58,3,0.1035,0.0657,0.0378
master,Shaco,2,16-29,68,2,0.0882,0.0657,0.0226
master,Shaco,2,13-15,58,5,0.0862,0.0657,0.0205
master,Shaco,2,15-29,156,4,0.0833,0.0657,0.0176
master,Shaco,2,15-16,357,1,0.0756,0.0657,0.0099
master,Shaco,3,15-16-19,777,3,0.1802,0.0657,0.1145
master,Shaco,3,15-19-29,155,4,0.1484,0.0657,0.0827
master,Shaco,3,16-19-29,80,2,0.1250,0.0657,0.0593
master,Shaco,3,15-16-22,54,5,0.1111,0.0657,0.0454
master,Shaco,3,13-15-19,88,1,0.0909,0.0657,0.0252
master,Shen,0,NONE,10710,1,0.1089,0.1089,0.0000
master,Shen,1,47,541,1,0.1534,0.1089,0.0446
master,Shen,1,36,194,3,0.1340,0.1089,0.0252
master,Shen,1,66,180,2,0.0611,0.1089,-0.0478
master,Sona,0,NONE,3665,1,0.1236,0.1236,0.0000
master,Sona,1,67,55,3,0.2182,0.1236,0.0946
master,Sona,1,4,69,2,0.0725,0.1236,-0.0511
master,Sona,1,46,404,1,0.0693,0.1236,-0.0543
master,Sona,2,46-46,586,1,0.1160,0.1236,-0.0076
master,Sona,2,46-48,108,4,0.0926,0.1236,-0.0310
master,Sona,2,44-46,600,2,0.0700,0.1236,-0.0536
master,Sona,2,4-46,79,3,0.0253,0.1236,-0.0983
master,Sona,3,46-46-46,435,4,0.2874,0.1236,0.1638
master,Sona,3,44-46-48,227,1,0.1542,0.1236,0.0306
master,Sona,3,44-44-46,124,2,0.1452,0.1236,0.0216
master,Sona,3,4-46-46,108,5,0.0648,0.1236,-0.0588
master,Sona,3,4-44-46,80,3,0.0500,0.1236,-0.0736
master,Soraka,0,NONE,8157,1,0.1645,0.1645,0.0000
master,Soraka,1,35,51,2,0.2745,0.1645,0.1100
master,Soraka,1,68,61,3,0.2623,0.1645,0.0978
master,Soraka,1,1,59,1,0.1695,0.1645,0.0050
master,Syndra,0,NONE,2200,1,0.1168,0.1168,0.0000
master,Syndra,1,39,92,2,0.1630,0.1168,0.0462
master,Syndra,1,33,64,3,0.0781,0.1168,-0.0387
master,Syndra,1,44,92,1,0.0761,0.1168,-0.0407
master,Syndra,2,46-46,76,4,0.1184,0.1168,0.0016
master,Syndra,2,44-46,108,3,0.0926,0.1168,-0.0242
master,Syndra,2,44-44,54,5,0.0741,0.1168,-0.0428
master,Syndra,2,15-46,87,2,0.0460,0.1168,-0.0708
master,Syndra,2,15-44,106,1,0.0283,0.1168,-0.0885
master,Syndra,3,44-46-46,124,3,0.2419,0.1168,0.1251
master,Syndra,3,46-46-46,67,4,0.2239,0.1168,0.1071
master,Syndra,3,44-44-46,61,1,0.1639,0.1168,0.0471
master,Syndra,3,15-46-46,286,2,0.1364,0.1168,0.0195
master,Syndra,3,15-34-44,56,5,0.1250,0.1168,0.0082
master,Thresh,0,NONE,8457,1,0.1700,0.1700,0.0000
master,Thresh,1,47,227,3,0.2203,0.1700,0.0502
master,Thresh,1,69,65,2,0.2154,0.1700,0.0453
master,Thresh,1,46,216,1,0.1991,0.1700,0.0290
master,TwistedFate,0,NONE,3940,1,0.1401,0.1401,0.0000
master,TwistedFate,1,67,111,2,0.1802,0.1401,0.0401
master,TwistedFate,1,37,64,1,0.1250,0.1401,-0.0151
master,TwistedFate,1,39,51,3,0.0980,0.1401,-0.0421
master,TwistedFate,3,19-39-48,61,3,0.2131,0.1401,0.0730
master,TwistedFate,3,14-19-39,103,1,0.1456,0.1401,0.0055
master,TwistedFate,3,19-33-39,53,2,0.0755,0.1401,-0.0646
master,VelKoz,0,NONE,1916,1,0.1587,0.1587,0.0000
master,VelKoz,1,34,55,2,0.1636,0.1587,0.0050
master,VelKoz,1,13,54,1,0.1296,0.1587,-0.0290
master,VelKoz,1,15,69,3,0.0870,0.1587,-0.0717
master,VelKoz,2,37-39,55,5,0.1818,0.1587,0.0232
master,VelKoz,2,15-37,60,3,0.1500,0.1587,-0.0087
master,VelKoz,2,33-37,73,4,0.1370,0.1587,-0.0217
master,VelKoz,2,37-44,67,2,0.1343,0.1587,-0.0243
master,VelKoz,2,37-69,99,1,0.1212,0.1587,-0.0375
master,VelKoz,3,33-37-69,69,4,0.2899,0.1587,0.1312
master,VelKoz,3,33-44-69,149,1,0.2081,0.1587,0.0494
master,VelKoz,3,33-37-44,55,5,0.1091,0.1587,-0.0496
master,VelKoz,3,15-37-44,123,3,0.1057,0.1587,-0.0530
master,VelKoz,3,15-33-44,57,2,0.0702,0.1587,-0.0885
master,Vi,0,NONE,7791,1,0.0952,0.0952,0.0000
master,Vi,1,9,249,1,0.0924,0.0952,-0.0029
master,Vi,1,44,68,2,0.0735,0.0952,-0.0217
master,Vi,1,66,180,3,0.0722,0.0952,-0.0230
master,Vi,2,36-47,119,3,0.2269,0.0952,0.1317
master,Vi,2,36-45,215,1,0.1767,0.0952,0.0815
master,Vi,2,45-45,68,2,0.0882,0.0952,-0.0070
master,WuKong,0,NONE,8805,1,0.1046,0.1046,0.0000
master,WuKong,1,36,408,3,0.1446,0.1046,0.0400
master,WuKong,1,66,135,2,0.1037,0.1046,-0.0009
master,WuKong,1,4,60,1,0.0500,0.1046,-0.0546
master,WuKong,2,36-47,57,5,0.2105,0.1046,0.1059
master,WuKong,2,45-45,51,2,0.1765,0.1046,0.0719
master,WuKong,2,37-47,53,1,0.1698,0.1046,0.0652
master,WuKong,2,45-47,52,4,0.1539,0.1046,0.0493
master,WuKong,2,37-45,88,3,0.1477,0.1046,0.0431
master,Xayah,0,NONE,4346,1,0.1203,0.1203,0.0000
master,Xayah,1,17,97,3,0.2165,0.1203,0.0962
master,Xayah,1,67,233,1,0.1502,0.1203,0.0299
master,Xayah,1,24,95,2,0.1368,0.1203,0.0165
master,Xayah,2,19-29,71,2,0.1690,0.1203,0.0487
master,Xayah,2,12-29,54,3,0.1111,0.1203,-0.0092
master,Xayah,2,29-69,126,1,0.0873,0.1203,-0.0330
master,Xayah,3,19-29-69,902,3,0.2095,0.1203,0.0892
master,Xayah,3,12-19-29,69,1,0.2029,0.1203,0.0826
master,Xayah,3,24-29-69,53,4,0.1698,0.1203,0.0495
master,Xayah,3,11-29-69,64,5,0.1250,0.1203,0.0047
master,Xayah,3,15-29-69,54,2,0.0926,0.1203,-0.0278
master,Xerath,0,NONE,1320,1,0.2152,0.2152,0.0000
master,Xerath,1,28,54,1,0.2222,0.2152,0.0071
master,Xerath,1,23,133,3,0.1880,0.2152,-0.0272
master,Xerath,1,69,73,2,0.1233,0.2152,-0.0919
master,Xerath,2,23-69,56,1,0.2143,0.2152,-0.0009
master,Xerath,3,23-33-69,61,1,0.2459,0.2152,0.0308
master,Xerath,3,23-23-69,100,2,0.2400,0.2152,0.0249
master,XinZhao,0,NONE,3282,1,0.1146,0.1146,0.0000
master,XinZhao,1,47,71,2,0.2113,0.1146,0.0967
master,XinZhao,1,17,51,3,0.1569,0.1146,0.0423
master,XinZhao,1,55,130,1,0.1462,0.1146,0.0316
master,XinZhao,2,25-55,61,3,0.0820,0.1146,-0.0326
master,XinZhao,2,55-66,74,2,0.0541,0.1146,-0.0605
master,XinZhao,2,25-66,58,1,0.0517,0.1146,-0.0628
master,XinZhao,3,55-66-69,59,1,0.2542,0.1146,0.1397
master,XinZhao,3,25-55-69,146,2,0.2192,0.1146,0.1046
master,XinZhao,3,25-55-66,237,3,0.1983,0.1146,0.0838
master,Yasuo,0,NONE,1913,1,0.0821,0.0821,0.0000
master,Yasuo,1,14,60,1,0.0500,0.0821,-0.0321
master,Ziggs,0,NONE,1346,1,0.1062,0.1062,0.0000
master,Zoe,0,NONE,8310,1,0.1425,0.1425,0.0000
master,Zoe,1,67,177,1,0.2373,0.1425,0.0948
master,Zoe,1,88,101,3,0.2178,0.1425,0.0753
master,Zoe,1,46,68,2,0.1618,0.1425,0.0193
platinum,Aatrox,0,NONE,190,1,0.1211,0.1211,0.0000
platinum,Ahri,0,NONE,3766,1,0.1009,0.1009,0.0000
platinum,Ahri,1,46,108,1,0.1759,0.1009,0.0750
platinum,Ahri,1,33,86,3,0.1395,0.1009,0.0386
platinum,Ahri,1,13,51,2,0.0784,0.1009,-0.0225
platinum,Amumu,0,NONE,113,1,0.1593,0.1593,0.0000
platinum,Annie,0,NONE,9062,1,0.1482,0.1482,0.0000
platinum,Annie,1,27,192,3,0.1667,0.1482,0.0185
platinum,Annie,1,67,77,1,0.1299,0.1482,-0.0183
platinum,Annie,1,69,82,2,0.0488,0.1482,-0.0994
platinum,Ashe,0,NONE,6907,1,0.1270,0.1270,0.0000
platinum,Ashe,1,57,171,3,0.1637,0.1270,0.0368
platinum,Ashe,1,29,138,1,0.1377,0.1270,0.0107
platinum,Ashe,1,26,146,2,0.0753,0.1270,-0.0516
platinum,Ashe,2,14-24,56,4,0.1607,0.1270,0.0337
platinum,Ashe,2,14-26,67,2,0.1493,0.1270,0.0223
platinum,Ashe,2,14-23,103,1,0.0583,0.1270,-0.0687
platinum,Ashe,2,14-14,63,3,0.0476,0.1270,-0.0794
platinum,Ashe,3,14-23-24,61,3,0.1475,0.1270,0.0206
platinum,Ashe,3,14-23-26,96,4,0.1458,0.1270,0.0189
platinum,Ashe,3,14-14-23,82,2,0.0976,0.1270,-0.0294
platinum,Ashe,3,14-14-26,70,1,0.0857,0.1270,-0.0413
platinum,AurelionSol,0,NONE,1527,1,0.1958,0.1958,0.0000
platinum,AurelionSol,1,38,83,3,0.2169,0.1958,0.0211
platinum,AurelionSol,1,37,116,2,0.1466,0.1958,-0.0493
platinum,AurelionSol,1,44,60,1,0.0833,0.1958,-0.1125
platinum,Azir,0,NONE,113,1,0.0974,0.0974,0.0000
platinum,Blitzcrank,0,NONE,16529,1,0.1249,0.1249,0.0000
platinum,Blitzcrank,1,59,102,1,0.2549,0.1249,0.1300
platinum,Blitzcrank,1,58,190,3,0.2421,0.1249,0.1172
platinum,Blitzcrank,1,68,59,2,0.1356,0.1249,0.0107
platinum,Brand,0,NONE,114,1,0.1491,0.1491,0.0000
platinum,Braum,0,NONE,208,1,0.1106,0.1106,0.0000
platinum,Caitlyn,0,NONE,3108,1,0.0981,0.0981,0.0000
platinum,Caitlyn,1,19,67,1,0.1343,0.0981,0.0362
platinum,Caitlyn,1,29,78,3,0.0897,0.0981,-0.0084
platinum,Caitlyn,1,23,57,2,0.0175,0.0981,-0.0806
platinum,ChoGath,0,NONE,4414,1,0.1078,0.1078,0.0000
platinum,ChoGath,1,47,249,1,0.2048,0.1078,0.0970
platinum,ChoGath,1,55,162,2,0.1914,0.1078,0.0835
platinum,ChoGath,1,77,166,3,0.1747,0.1078,0.0669
platinum,ChoGath,2,36-47,74,3,0.1487,0.1078,0.0408
platinum,ChoGath,2,15-36,55,2,0.1273,0.1078,0.0194
platinum,ChoGath,2,36-37,95,5,0.0947,0.1078,-0.0131
platinum,ChoGath,2,37-66,53,1,0.0755,0.1078,-0.0324
platinum,ChoGath,2,15-37,61,4,0.0492,0.1078,-0.0587
platinum,Darius,0,NONE,1814,1,0.0684,0.0684,0.0000
platinum,Darius,1,36,146,3,0.0822,0.0684,0.0138
platinum,Darius,1,15,80,2,0.0625,0.0684,-0.0059
platinum,Darius,1,39,108,1,0.0370,0.0684,-0.0313
platinum,Darius,2,15-36,140,4,0.1357,0.0684,0.0674
platinum,Darius,2,36-39,51,1,0.0784,0.0684,0.0101
platinum,Darius,2,33-36,65,2,0.0769,0.0684,0.0086
platinum,Darius,2,15-33,82,3,0.0488,0.0684,-0.0196
platinum,Darius,3,15-36-78,82,4,0.3537,0.0684,0.2853
platinum,Darius,3,33-36-78,65,3,0.2308,0.0684,0.1624
platinum,Darius,3,15-33-36,371,5,0.1806,0.0684,0.1122
platinum,Darius,3,15-33-33,58,2,0.1724,0.0684,0.1041
platinum,Darius,3,15-36-39,187,1,0.1123,0.0684,0.0439
platinum,Diana,0,NONE,108,1,0.1204,0.1204,0.0000
platinum,DrMundo,0,NONE,217,1,0.1336,0.1336,0.0000
platinum,Ekko,0,NONE,1816,1,0.1735,0.1735,0.0000
