tier,champ_name,item_id,zero_item_win_rate,zero_count,one_item_win_rate,one_count,lift_score,cn_champ,cn_item
master,Ekko,45,0.1703,1368,0.14,100,-0.0303,艾克,冰霜之心
diamond,Jayce,55,0.0928,5625,0.0625,96,-0.0303,杰斯,棘刺背心
diamond,Ashe,19,0.1289,10077,0.0986,71,-0.0303,艾希,无尽之刃
master,Malphite,7,0.1165,17050,0.0862,58,-0.0303,墨菲特,巨人腰带
challenger,Rakan,45,0.1272,2162,0.0968,124,-0.0304,洛,冰霜之心
platinum,Jinx,2,0.0812,1428,0.0509,59,-0.0304,金克丝,反曲之弓
challenger,Kassadin,4,0.1088,14576,0.0784,153,-0.0304,卡萨丁,女神之泪
grandmaster,Leona,9,0.0752,4125,0.0446,112,-0.0305,蕾欧娜,拳套
platinum,MissFortune,39,0.1478,3830,0.1172,145,-0.0305,厄运小姐,珠光护手
platinum,Ekko,37,0.1735,1816,0.1429,322,-0.0306,艾克,莫雷洛秘典
platinum,Ekko,13,0.1735,1816,0.1429,63,-0.0306,艾克,海克斯科技枪刃
master,Irelia,45,0.1091,2145,0.0784,51,-0.0307,艾瑞莉娅,冰霜之心
diamond,Poppy,15,0.1031,3995,0.0725,69,-0.0307,波比,守护天使
grandmaster,Gangplank,15,0.179,855,0.1482,162,-0.0308,普朗克,守护天使
platinum,Neeko,25,0.092,3718,0.0612,98,-0.0308,妮蔻,泰坦的坚决
challenger,MissFortune,39,0.1524,4016,0.1216,148,-0.0308,厄运小姐,珠光护手
platinum,Ahri,39,0.1009,3766,0.07,100,-0.0309,阿狸,珠光护手
grandmaster,Vi,66,0.0928,7230,0.0619,210,-0.0309,蔚,巨龙之爪
grandmaster,Ezreal,4,0.0968,11402,0.0659,91,-0.0309,伊泽瑞尔,女神之泪
diamond,MissFortune,22,0.161,3659,0.1296,54,-0.0313,厄运小姐,疾射火炮
platinum,Darius,39,0.0684,1814,0.037,108,-0.0313,德莱厄斯,珠光护手
diamond,Ashe,89,0.1289,10077,0.0976,82,-0.0314,艾希,暗星之心
diamond,Lulu,88,0.1981,5987,0.1667,66,-0.0314,璐璐,自然之力
diamond,Yasuo,15,0.0921,3052,0.0606,66,-0.0315,亚索,守护天使
master,Ahri,2,0.1208,4222,0.0893,56,-0.0315,阿狸,反曲之弓
diamond,Thresh,14,0.1726,6832,0.141,227,-0.0316,锤石,朔极之矛
grandmaster,Kassadin,7,0.1174,15923,0.0857,105,-0.0317,卡萨丁,巨人腰带
challenger,Ekko,14,0.1663,1383,0.1346,104,-0.0317,艾克,朔极之矛
grandmaster,Shaco,17,0.0702,2037,0.0385,104,-0.0317,萨科,基克的先驱
challenger,MissFortune,37,0.1524,4016,0.1207,174,-0.0317,厄运小姐,莫雷洛秘典
challenger,Annie,27,0.1516,9995,0.1198,167,-0.0318,安妮,兹若特传送门
grandmaster,Vi,58,0.0928,7230,0.061,82,-0.0318,蔚,叛逆者勋章
challenger,Ashe,14,0.1282,8931,0.0964,332,-0.0318,艾希,朔极之矛
diamond,ChoGath,66,0.108,6101,0.0762,328,-0.0318,科加斯,巨龙之爪
platinum,Shen,5,0.1059,9464,0.0741,135,-0.0318,慎,锁子甲
diamond,Mordekaiser,25,0.082,3551,0.05,60,-0.032,莫德凯撒,泰坦的坚决
diamond,WuKong,4,0.1043,8641,0.0723,83,-0.032,孙悟空,女神之泪
master,ChoGath,4,0.0932,5524,0.0612,98,-0.032,科加斯,女神之泪
master,ChoGath,37,0.0932,5524,0.0612,392,-0.032,科加斯,莫雷洛秘典
master,Yasuo,14,0.0821,1913,0.05,60,-0.0321,亚索,朔极之矛
platinum,KaiSa,4,0.0927,2384,0.0606,66,-0.0321,卡莎,女神之泪
grandmaster,Fizz,36,0.1398,7139,0.1077,65,-0.0321,菲兹,离子火花
master,Lulu,69,0.201,6815,0.1688,77,-0.0322,璐璐,水银
master,MissFortune,16,0.1499,3390,0.1177,51,-0.0322,厄运小姐,饮血剑
challenger,VelKoz,39,0.141,1851,0.1087,92,-0.0323,维克兹,珠光护手
challenger,Ekko,39,0.1663,1383,0.1339,112,-0.0324,艾克,珠光护手
grandmaster,Xayah,29,0.1191,4334,0.0864,81,-0.0326,霞,最后的轻语
grandmaster,Irelia,68,0.1167,2664,0.0841,107,-0.0326,艾瑞莉娅,天神法球
platinum,Mordekaiser,77,0.1009,5568,0.0683,161,-0.0326,莫德凯撒,狂徒铠甲
grandmaster,Ekko,3,0.166,1048,0.1333,135,-0.0327,艾克,无用大棒
master,Vi,1,0.0952,7791,0.0625,144,-0.0327,蔚,暴风大剑
platinum,KhaZix,22,0.1161,4746,0.0833,84,-0.0328,卡兹克,疾射火炮
diamond,Thresh,17,0.1726,6832,0.1397,136,-0.0329,锤石,基克的先驱
challenger,Syndra,46,0.1156,1808,0.0827,133,-0.0329,辛德拉,恩泽圣杯
platinum,Lucian,5,0.0974,3644,0.0643,140,-0.0331,卢锡安,锁子甲
grandmaster,MissFortune,26,0.1479,3436,0.1148,61,-0.0331,厄运小姐,卢安娜的飓风
platinum,Ekko,15,0.1735,1816,0.1404,57,-0.0331,艾克,守护天使
platinum,MissFortune,12,0.1478,3830,0.1146,96,-0.0332,厄运小姐,巨人杀手
grandmaster,Ashe,79,0.1242,9750,0.0909,88,-0.0333,艾希,伏击之爪
diamond,Thresh,24,0.1726,6832,0.1392,79,-0.0333,锤石,斯塔缇克电刃
diamond,Ahri,37,0.1137,2859,0.0803,162,-0.0334,阿狸,莫雷洛秘典
diamond,Vi,8,0.1075,9879,0.0741,135,-0.0334,蔚,金铲铲
platinum,Sona,48,0.107,5440,0.0735,68,-0.0335,娑娜,星之守护者的符咒
grandmaster,Soraka,1,0.1807,8530,0.1471,68,-0.0336,索拉卡,暴风大剑
master,Ekko,67,0.1703,1368,0.1367,161,-0.0337,艾克,凌风
master,Annie,27,0.1407,8866,0.1069,159,-0.0337,安妮,兹若特传送门
diamond,Soraka,22,0.1683,5240,0.1346,52,-0.0337,索拉卡,疾射火炮
diamond,Lulu,23,0.1981,5987,0.1644,73,-0.0337,璐璐,鬼索的狂暴之刃
platinum,Rakan,4,0.0992,3761,0.0654,107,-0.0338,洛,女神之泪
platinum,Shaco,1,0.076,2105,0.0423,71,-0.0338,萨科,暴风大剑
master,Mordekaiser,68,0.0984,5986,0.0645,62,-0.0339,莫德凯撒,天神法球
grandmaster,Lulu,14,0.2021,6804,0.1681,339,-0.034,璐璐,朔极之矛
diamond,ChoGath,37,0.108,6101,0.074,419,-0.034,科加斯,莫雷洛秘典
diamond,Vi,77,0.1075,9879,0.0735,136,-0.034,蔚,狂徒铠甲
grandmaster,TwistedFate,67,0.155,5160,0.121,157,-0.034,崔斯特,凌风
master,KaiSa,44,0.0528,1611,0.0185,162,-0.0342,卡莎,炽天使之拥
platinum,Lulu,9,0.1979,6257,0.1636,55,-0.0342,璐璐,拳套
master,Syndra,15,0.1168,2200,0.0826,109,-0.0343,辛德拉,守护天使
platinum,MissFortune,38,0.1478,3830,0.1134,97,-0.0344,厄运小姐,爆破专家的电荷
master,Ekko,39,0.1703,1368,0.1358,81,-0.0345,艾克,珠光护手
master,KaiSa,4,0.0528,1611,0.0182,55,-0.0346,卡莎,女神之泪
challenger,Shen,79,0.1067,11120,0.072,125,-0.0347,慎,伏击之爪
diamond,Yasuo,19,0.0921,3052,0.0571,70,-0.0349,亚索,无尽之刃
grandmaster,Ashe,22,0.1242,9750,0.0893,56,-0.0349,艾希,疾射火炮
diamond,KaiSa,44,0.0753,1819,0.0402,174,-0.0351,卡莎,炽天使之拥
diamond,TwistedFate,14,0.1339,5213,0.0988,81,-0.0351,崔斯特,朔极之矛
platinum,Poppy,25,0.1036,5871,0.0685,146,-0.0351,波比,泰坦的坚决
grandmaster,MissFortune,24,0.1479,3436,0.1127,142,-0.0352,厄运小姐,斯塔缇克电刃
master,Shaco,1,0.0657,2040,0.0305,131,-0.0352,萨科,暴风大剑
master,Kassadin,14,0.1123,14742,0.0769,65,-0.0353,卡萨丁,朔极之矛
challenger,Shen,6,0.1067,11120,0.0714,84,-0.0353,慎,负极斗篷
challenger,Ezreal,14,0.0952,12275,0.0598,117,-0.0353,伊泽瑞尔,朔极之矛
grandmaster,Lulu,47,0.2021,6804,0.1667,138,-0.0354,璐璐,救赎
challenger,Jinx,57,0.0925,508,0.0571,70,-0.0354,金克丝,红霸符
challenger,Ahri,2,0.1149,4256,0.0796,88,-0.0354,阿狸,反曲之弓
challenger,Ekko,67,0.1663,1383,0.1309,191,-0.0354,艾克,凌风
diamond,Gangplank,44,0.1484,1577,0.1129,62,-0.0355,普朗克,炽天使之拥
diamond,Gangplank,33,0.1484,1577,0.1129,62,-0.0355,普朗克,灭世者的死亡之帽
diamond,Rakan,14,0.1184,4476,0.0829,579,-0.0355,洛,朔极之矛
master,Vi,34,0.0952,7791,0.0595,84,-0.0357,蔚,卢登的回声
grandmaster,Mordekaiser,55,0.0879,5163,0.0522,115,-0.0358,莫德凯撒,棘刺背心
challenger,Jayce,66,0.0759,3610,0.04,75,-0.0359,杰斯,巨龙之爪
master,Karma,68,0.1343,9983,0.0984,61,-0.036,卡尔玛,天神法球
master,Jayce,5,0.0753,4410,0.0392,51,-0.0361,杰斯,锁子甲
platinum,Mordekaiser,55,0.1009,5568,0.0649,185,-0.0361,莫德凯撒,棘刺背心
master,Ashe,2,0.1248,9252,0.0886,316,-0.0362,艾希,反曲之弓
grandmaster,Irelia,19,0.1167,2664,0.0805,236,-0.0362,艾瑞莉娅,无尽之刃
grandmaster,Blitzcrank,68,0.1041,19762,0.0678,59,-0.0363,布里茨,天神法球
diamond,Kayle,13,0.1571,4042,0.1207,58,-0.0364,凯尔,海克斯科技枪刃
challenger,MissFortune,3,0.1524,4016,0.1158,95,-0.0366,厄运小姐,无用大棒
diamond,Ashe,4,0.1289,10077,0.0922,206,-0.0367,艾希,女神之泪
grandmaster,Soraka,2,0.1807,8530,0.1438,146,-0.0368,索拉卡,反曲之弓
diamond,Thresh,7,0.1726,6832,0.1358,81,-0.0368,锤石,巨人腰带
platinum,Xayah,57,0.1105,4245,0.0735,68,-0.037,霞,红霸符
challenger,Lulu,35,0.2037,7896,0.1667,78,-0.037,璐璐,钢铁烈阳之匣
platinum,Ekko,2,0.1735,1816,0.1364,88,-0.0371,艾克,反曲之弓
diamond,Kayle,26,0.1571,4042,0.12,100,-0.0371,凯尔,卢安娜的飓风
master,Sona,44,0.1236,3665,0.0865,208,-0.0371,娑娜,炽天使之拥
platinum,MasterYi,22,0.0918,4052,0.0546,55,-0.0373,易大师,疾射火炮
diamond,Ekko,34,0.1624,1416,0.125,96,-0.0374,艾克,卢登的回声
master,Thresh,79,0.17,8457,0.1327,98,-0.0374,锤石,伏击之爪
master,MissFortune,3,0.1499,3390,0.1125,80,-0.0374,厄运小姐,无用大棒
challenger,Rakan,37,0.1272,2162,0.0897,223,-0.0375,洛,莫雷洛秘典
diamond,MissFortune,37,0.161,3659,0.1235,243,-0.0375,厄运小姐,莫雷洛秘典
platinum,Lulu,46,0.1979,6257,0.1603,131,-0.0376,璐璐,恩泽圣杯
master,Irelia,1,0.1091,2145,0.0714,70,-0.0377,艾瑞莉娅,暴风大剑
diamond,ChoGath,39,0.108,6101,0.0702,57,-0.0378,科加斯,珠光护手
platinum,Ashe,14,0.127,6907,0.089,438,-0.0379,艾希,朔极之矛
diamond,Rumble,47,0.1555,5247,0.1177,51,-0.0379,兰博,救赎
diamond,Fiora,14,0.079,3024,0.0411,73,-0.0379,菲奥娜,朔极之矛
platinum,Vi,9,0.1193,8502,0.0814,295,-0.0379,蔚,拳套
master,Lulu,24,0.201,6815,0.163,92,-0.038,璐璐,斯塔缇克电刃
platinum,Poppy,77,0.1036,5871,0.0656,61,-0.038,波比,狂徒铠甲
challenger,Thresh,2,0.1599,10538,0.122,82,-0.038,锤石,反曲之弓
challenger,ChoGath,14,0.0897,5394,0.0517,58,-0.038,科加斯,朔极之矛
diamond,Xayah,29,0.1172,3728,0.0791,278,-0.0381,霞,最后的轻语
diamond,Annie,55,0.1328,8284,0.0943,53,-0.0385,安妮,棘刺背心
platinum,Shen,55,0.1059,9464,0.0674,282,-0.0385,慎,棘刺背心
challenger,MissFortune,12,0.1524,4016,0.1139,79,-0.0385,厄运小姐,巨人杀手
challenger,Ezreal,49,0.0952,12275,0.0566,53,-0.0386,伊泽瑞尔,正义之手
grandmaster,Kassadin,44,0.1174,15923,0.0787,127,-0.0387,卡萨丁,炽天使之拥
master,Syndra,33,0.1168,2200,0.0781,64,-0.0387,辛德拉,灭世者的死亡之帽
master,WuKong,6,0.1046,8805,0.0659,91,-0.0387,孙悟空,负极斗篷
diamond,Lulu,26,0.1981,5987,0.1594,69,-0.0387,璐璐,卢安娜的飓风
grandmaster,KaiSa,44,0.0559,1592,0.0171,117,-0.0388,卡莎,炽天使之拥
grandmaster,Ekko,35,0.166,1048,0.1273,55,-0.0388,艾克,钢铁烈阳之匣
grandmaster,Fiora,8,0.0715,2280,0.0326,92,-0.0389,菲奥娜,金铲铲
master,Neeko,27,0.1338,2339,0.0949,137,-0.0389,妮蔻,兹若特传送门
platinum,Kayle,57,0.1449,3353,0.1061,66,-0.0389,凯尔,红霸符
challenger,Ekko,6,0.1663,1383,0.1273,110,-0.039,艾克,负极斗篷
platinum,JarvanIV,25,0.0978,5991,0.0588,51,-0.039,嘉文四世,泰坦的坚决
master,Karma,33,0.1343,9983,0.0952,84,-0.0391,卡尔玛,灭世者的死亡之帽
grandmaster,VelKoz,33,0.1429,2023,0.1037,135,-0.0392,维克兹,灭世者的死亡之帽
platinum,Syndra,15,0.1017,2379,0.0625,96,-0.0392,辛德拉,守护天使
grandmaster,MissFortune,15,0.1479,3436,0.1085,129,-0.0393,厄运小姐,守护天使
challenger,KaiSa,34,0.0711,1590,0.0318,63,-0.0393,卡莎,卢登的回声
challenger,Ahri,39,0.1149,4256,0.0755,53,-0.0394,阿狸,珠光护手
diamond,KhaZix,2,0.1008,5110,0.0614,114,-0.0394,卡兹克,反曲之弓
platinum,Kassadin,7,0.1205,10815,0.0811,74,-0.0394,卡萨丁,巨人腰带
platinum,Ekko,14,0.1735,1816,0.1339,112,-0.0395,艾克,朔极之矛
master,Kassadin,44,0.1123,14742,0.0727,110,-0.0395,卡萨丁,炽天使之拥
grandmaster,Annie,27,0.134,7376,0.0945,127,-0.0395,安妮,兹若特传送门
challenger,Shen,55,0.1067,11120,0.0672,238,-0.0395,慎,棘刺背心
diamond,Ashe,14,0.1289,10077,0.0894,414,-0.0395,艾希,朔极之矛
platinum,Darius,33,0.0684,1814,0.0289,104,-0.0395,德莱厄斯,灭世者的死亡之帽
grandmaster,Lulu,2,0.2021,6804,0.1625,80,-0.0396,璐璐,反曲之弓
master,Thresh,35,0.17,8457,0.1304,69,-0.0396,锤石,钢铁烈阳之匣
challenger,Vi,69,0.088,6514,0.0484,62,-0.0396,蔚,水银
master,Vi,28,0.0952,7791,0.0556,90,-0.0397,蔚,刺客之爪
master,Ahri,67,0.1208,4222,0.0811,74,-0.0397,阿狸,凌风
platinum,Ezreal,22,0.1152,8514,0.0755,53,-0.0398,伊泽瑞尔,疾射火炮
diamond,VelKoz,69,0.1147,1744,0.0748,107,-0.0399,维克兹,水银
master,XinZhao,66,0.1146,3282,0.0746,67,-0.0399,赵信,巨龙之爪
platinum,ChoGath,34,0.1078,4414,0.0678,59,-0.04,科加斯,卢登的回声
platinum,Ezreal,14,0.1152,8514,0.0753,186,-0.04,伊泽瑞尔,朔极之矛
diamond,Rakan,4,0.1184,4476,0.0784,153,-0.04,洛,女神之泪
platinum,Ekko,23,0.1735,1816,0.1333,60,-0.0401,艾克,鬼索的狂暴之刃
diamond,Annie,27,0.1328,8284,0.0924,119,-0.0404,安妮,兹若特传送门
challenger,MissFortune,24,0.1524,4016,0.1119,143,-0.0405,厄运小姐,斯塔缇克电刃
platinum,MissFortune,13,0.1478,3830,0.1071,56,-0.0406,厄运小姐,海克斯科技枪刃
master,ChoGath,33,0.0932,5524,0.0526,57,-0.0406,科加斯,灭世者的死亡之帽
platinum,Ekko,33,0.1735,1816,0.1327,113,-0.0407,艾克,灭世者的死亡之帽
master,Syndra,44,0.1168,2200,0.0761,92,-0.0407,辛德拉,炽天使之拥
master,MissFortune,46,0.1499,3390,0.1091,55,-0.0408,厄运小姐,恩泽圣杯
grandmaster,Ekko,49,0.166,1048,0.125,56,-0.041,艾克,正义之手
platinum,Lucian,14,0.0974,3644,0.0563,71,-0.0411,卢锡安,朔极之矛
challenger,Sona,44,0.1221,3695,0.0808,161,-0.0413,娑娜,炽天使之拥
platinum,Ezreal,37,0.1152,8514,0.0739,257,-0.0413,伊泽瑞尔,莫雷洛秘典
master,Jhin,29,0.1488,1969,0.1075,521,-0.0413,烬,最后的轻语
platinum,Yasuo,19,0.081,4283,0.0396,101,-0.0414,亚索,无尽之刃
platinum,Mordekaiser,35,0.1009,5568,0.0595,84,-0.0414,莫德凯撒,钢铁烈阳之匣
platinum,Ashe,1,0.127,6907,0.0854,82,-0.0416,艾希,暴风大剑
platinum,Malphite,25,0.1346,13652,0.093,86,-0.0416,墨菲特,泰坦的坚决
platinum,Lulu,26,0.1979,6257,0.1563,64,-0.0416,璐璐,卢安娜的飓风
diamond,Kayle,2,0.1571,4042,0.1154,156,-0.0417,凯尔,反曲之弓
grandmaster,Kayle,17,0.1633,4347,0.1216,74,-0.0417,凯尔,基克的先驱
master,Ezreal,14,0.0999,11391,0.0583,103,-0.0417,伊泽瑞尔,朔极之矛
master,Jhin,15,0.1488,1969,0.1071,224,-0.0417,烬,守护天使
master,Ekko,5,0.1703,1368,0.1286,70,-0.0418,艾克,锁子甲
master,Annie,69,0.1407,8866,0.0988,81,-0.0419,安妮,水银
grandmaster,Jayce,13,0.0801,4195,0.038,79,-0.0421,杰斯,海克斯科技枪刃
grandmaster,Thresh,44,0.1691,9396,0.127,189,-0.0421,锤石,炽天使之拥
diamond,Vi,66,0.1075,9879,0.0654,214,-0.0421,蔚,巨龙之爪
master,TwistedFate,39,0.1401,3940,0.098,51,-0.0421,崔斯特,珠光护手
challenger,Irelia,19,0.1186,1729,0.0763,262,-0.0422,艾瑞莉娅,无尽之刃
grandmaster,Ekko,45,0.166,1048,0.1238,105,-0.0422,艾克,冰霜之心
grandmaster,Thresh,68,0.1691,9396,0.1269,134,-0.0422,锤石,天神法球
diamond,Ashe,2,0.1289,10077,0.0867,196,-0.0422,艾希,反曲之弓
challenger,Mordekaiser,33,0.0989,6533,0.0566,53,-0.0423,莫德凯撒,灭世者的死亡之帽
master,Jhin,26,0.1488,1969,0.1066,122,-0.0423,烬,卢安娜的飓风
master,Ezreal,4,0.0999,11391,0.0575,87,-0.0424,伊泽瑞尔,女神之泪
platinum,Irelia,6,0.0981,2313,0.0556,54,-0.0426,艾瑞莉娅,负极斗篷
diamond,Thresh,44,0.1726,6832,0.1299,154,-0.0427,锤石,炽天使之拥
grandmaster,Fizz,69,0.1398,7139,0.097,134,-0.0428,菲兹,水银
challenger,Lulu,14,0.2037,7896,0.1606,386,-0.043,璐璐,朔极之矛
platinum,VelKoz,33,0.1177,2040,0.0746,134,-0.043,维克兹,灭世者的死亡之帽
platinum,VelKoz,3,0.1177,2040,0.0746,67,-0.043,维克兹,无用大棒
platinum,Kayle,22,0.1449,3353,0.1019,363,-0.043,凯尔,疾射火炮
diamond,Ezreal,37,0.1067,9487,0.0634,142,-0.0433,伊泽瑞尔,莫雷洛秘典
platinum,Jhin,22,0.1112,1852,0.0678,59,-0.0434,烬,疾射火炮
grandmaster,Soraka,15,0.1807,8530,0.1373,51,-0.0434,索拉卡,守护天使
grandmaster,Rakan,44,0.1411,3644,0.0976,82,-0.0435,洛,炽天使之拥
grandmaster,Ahri,1,0.115,4062,0.0714,70,-0.0435,阿狸,暴风大剑
diamond,Shen,77,0.1141,12828,0.0705,227,-0.0436,慎,狂徒铠甲
master,Thresh,24,0.17,8457,0.1264,87,-0.0436,锤石,斯塔缇克电刃
master,Jhin,1,0.1488,1969,0.1053,57,-0.0436,烬,暴风大剑
challenger,Lux,5,0.1549,11560,0.1111,63,-0.0438,拉克丝,锁子甲
challenger,Lux,4,0.1549,11560,0.1111,153,-0.0438,拉克丝,女神之泪
challenger,Thresh,4,0.1599,10538,0.1159,138,-0.044,锤石,女神之泪
grandmaster,Ekko,34,0.166,1048,0.122,82,-0.0441,艾克,卢登的回声
grandmaster,Graves,44,0.1107,12309,0.0667,60,-0.0441,格雷福斯,炽天使之拥
platinum,MissFortune,14,0.1478,3830,0.1037,135,-0.0441,厄运小姐,朔极之矛
diamond,Darius,33,0.0816,1691,0.0375,80,-0.0441,德莱厄斯,灭世者的死亡之帽
challenger,MissFortune,69,0.1524,4016,0.1083,314,-0.0441,厄运小姐,水银
diamond,Irelia,13,0.1167,3386,0.0725,69,-0.0442,艾瑞莉娅,海克斯科技枪刃
challenger,WuKong,4,0.1045,8208,0.0602,83,-0.0443,孙悟空,女神之泪
master,Neeko,79,0.1338,2339,0.0896,67,-0.0443,妮蔻,伏击之爪
challenger,ChoGath,6,0.0897,5394,0.0455,132,-0.0443,科加斯,负极斗篷
master,Ezreal,3,0.0999,11391,0.0556,54,-0.0443,伊泽瑞尔,无用大棒
diamond,Lulu,4,0.1981,5987,0.1539,130,-0.0443,璐璐,女神之泪
master,Ekko,4,0.1703,1368,0.1258,159,-0.0445,艾克,女神之泪
challenger,Thresh,79,0.1599,10538,0.1154,104,-0.0445,锤石,伏击之爪
platinum,Poppy,6,0.1036,5871,0.0588,51,-0.0447,波比,负极斗篷
diamond,ChoGath,6,0.108,6101,0.0633,158,-0.0447,科加斯,负极斗篷
grandmaster,Lulu,18,0.2021,6804,0.1573,89,-0.0448,璐璐,破败王者之刃
master,Ashe,19,0.1248,9252,0.08,75,-0.0448,艾希,无尽之刃
diamond,Jinx,12,0.0855,1205,0.0407,172,-0.0448,金克丝,巨人杀手
diamond,Neeko,27,0.1124,1869,0.0676,74,-0.0448,妮蔻,兹若特传送门
challenger,Irelia,1,0.1186,1729,0.0735,68,-0.045,艾瑞莉娅,暴风大剑
master,Irelia,28,0.1091,2145,0.0641,78,-0.045,艾瑞莉娅,刺客之爪
diamond,Ekko,37,0.1624,1416,0.1174,196,-0.0451,艾克,莫雷洛秘典
platinum,Rumble,79,0.1785,4981,0.1333,60,-0.0452,兰博,伏击之爪
diamond,ChoGath,3,0.108,6101,0.0625,96,-0.0455,科加斯,无用大棒
challenger,ChoGath,5,0.0897,5394,0.0443,113,-0.0455,科加斯,锁子甲
diamond,Fizz,27,0.1456,8277,0.1,90,-0.0456,菲兹,兹若特传送门
platinum,Xayah,24,0.1105,4245,0.0648,139,-0.0457,霞,斯塔缇克电刃
master,Mordekaiser,77,0.0984,5986,0.0526,76,-0.0458,莫德凯撒,狂徒铠甲
master,Ezreal,44,0.0999,11391,0.0541,74,-0.0459,伊泽瑞尔,炽天使之拥
master,Kassadin,7,0.1123,14742,0.0661,121,-0.0461,卡萨丁,巨人腰带
diamond,Irelia,68,0.1167,3386,0.0704,71,-0.0462,艾瑞莉娅,天神法球
master,Jayce,45,0.0753,4410,0.029,69,-0.0463,杰斯,冰霜之心
platinum,Xerath,23,0.1774,1105,0.131,84,-0.0464,泽拉斯,鬼索的狂暴之刃
master,Ekko,33,0.1703,1368,0.1239,113,-0.0464,艾克,灭世者的死亡之帽
challenger,Shen,5,0.1067,11120,0.0603,116,-0.0464,慎,锁子甲
diamond,Irelia,19,0.1167,3386,0.0703,256,-0.0464,艾瑞莉娅,无尽之刃
diamond,Poppy,5,0.1031,3995,0.0566,53,-0.0465,波比,锁子甲
grandmaster,Vi,33,0.0928,7230,0.0463,108,-0.0465,蔚,灭世者的死亡之帽
master,Lulu,44,0.201,6815,0.1545,246,-0.0466,璐璐,炽天使之拥
platinum,Ekko,49,0.1735,1816,0.1268,71,-0.0467,艾克,正义之手
challenger,Thresh,23,0.1599,10538,0.1132,53,-0.0467,锤石,鬼索的狂暴之刃
platinum,Thresh,14,0.1805,5911,0.1337,187,-0.0468,锤石,朔极之矛
platinum,Fizz,27,0.1621,7636,0.1154,104,-0.0468,菲兹,兹若特传送门
grandmaster,Fizz,27,0.1398,7139,0.093,86,-0.0468,菲兹,兹若特传送门
diamond,KhaZix,19,0.1008,5110,0.0538,223,-0.047,卡兹克,无尽之刃
diamond,Jhin,11,0.1175,1626,0.0704,71,-0.0471,烬,死亡之刃
master,Shen,15,0.1089,10710,0.0617,81,-0.0471,慎,守护天使
platinum,Shen,6,0.1059,9464,0.0588,102,-0.0471,慎,负极斗篷
diamond,Shaco,67,0.0644,1973,0.0172,58,-0.0471,萨科,凌风
master,Poppy,66,0.1117,7253,0.0645,62,-0.0472,波比,巨龙之爪
master,Irelia,15,0.1091,2145,0.0619,194,-0.0472,艾瑞莉娅,守护天使
master,Ekko,57,0.1703,1368,0.1231,130,-0.0472,艾克,红霸符
platinum,Sona,44,0.107,5440,0.0598,569,-0.0472,娑娜,炽天使之拥
diamond,MissFortune,69,0.161,3659,0.1138,334,-0.0472,厄运小姐,水银
platinum,Poppy,5,0.1036,5871,0.0563,71,-0.0472,波比,锁子甲
challenger,Kayle,2,0.1592,5064,0.1119,134,-0.0472,凯尔,反曲之弓
diamond,ChoGath,7,0.108,6101,0.0608,214,-0.0473,科加斯,巨人腰带
master,Ezreal,34,0.0999,11391,0.0526,133,-0.0473,伊泽瑞尔,卢登的回声
platinum,ChoGath,7,0.1078,4414,0.0604,149,-0.0474,科加斯,巨人腰带
diamond,Thresh,23,0.1726,6832,0.125,56,-0.0476,锤石,鬼索的狂暴之刃
challenger,Jayce,15,0.0759,3610,0.0283,106,-0.0476,杰斯,守护天使
grandmaster,Kassadin,14,0.1174,15923,0.0698,86,-0.0477,卡萨丁,朔极之矛
master,Shen,66,0.1089,10710,0.0611,180,-0.0478,慎,巨龙之爪
platinum,MissFortune,34,0.1478,3830,0.1,170,-0.0478,厄运小姐,卢登的回声
platinum,Ashe,4,0.127,6907,0.0791,177,-0.0479,艾希,女神之泪
platinum,Malphite,77,0.1346,13652,0.0867,196,-0.0479,墨菲特,狂徒铠甲
platinum,Kayle,24,0.1449,3353,0.097,134,-0.0479,凯尔,斯塔缇克电刃
diamond,Syndra,44,0.1156,2318,0.0676,74,-0.0481,辛德拉,炽天使之拥
challenger,Kayle,23,0.1592,5064,0.1111,315,-0.0481,凯尔,鬼索的狂暴之刃
master,Shaco,12,0.0657,2040,0.0175,57,-0.0482,萨科,巨人杀手
challenger,Ashe,26,0.1282,8931,0.08,75,-0.0482,艾希,卢安娜的飓风
diamond,MasterYi,22,0.1039,3380,0.0556,54,-0.0483,易大师,疾射火炮
grandmaster,WuKong,4,0.1081,8896,0.0597,67,-0.0484,孙悟空,女神之泪
platinum,Jayce,7,0.0908,4990,0.0423,71,-0.0485,杰斯,巨人腰带
challenger,Karma,68,0.1486,11298,0.1,60,-0.0486,卡尔玛,天神法球
master,Kayle,69,0.1563,4230,0.1075,93,-0.0487,凯尔,水银
platinum,Jhin,23,0.1112,1852,0.0625,80,-0.0487,烬,鬼索的狂暴之刃
grandmaster,MissFortune,69,0.1479,3436,0.0991,333,-0.0488,厄运小姐,水银
diamond,Lux,44,0.1461,6963,0.0972,72,-0.0488,拉克丝,炽天使之拥
grandmaster,Kayle,24,0.1633,4347,0.1146,96,-0.0488,凯尔,斯塔缇克电刃
challenger,Vi,44,0.088,6514,0.039,77,-0.049,蔚,炽天使之拥
platinum,KhaZix,19,0.1161,4746,0.0671,164,-0.049,卡兹克,无尽之刃
platinum,Malphite,7,0.1346,13652,0.0855,117,-0.0492,墨菲特,巨人腰带
grandmaster,Ekko,14,0.166,1048,0.1169,77,-0.0492,艾克,朔极之矛
